"review_text","sentiment"
"winter gloves are warm but thin enough to use my phone touchscreen. finally dont have to take them off every time i get a text 🧤","1"
"my 5 year old is OBSESSED with this building set 🧱 shes been playing with it every day for 3 weeks straight. way more engaging than screen time","1"
"the kindle case has a magnetic closure and auto wake/sleep feature that works perfectly. feels premium, not flimsy like the last one i bought","1"
"dog toy has survived 2 months of aggressive chewing from my german shepherd which is basically a world record 😂🐕 durable af","1"
"puzzle is beautiful — 1000 pieces with vibrant colors and thick sturdy pieces that click together satisfyingly. great rainy day activity 🧩","1"
"planner layout is exactly what i needed. monthly + weekly views, enough space for daily tasks, and the paper quality is thick so no ink bleed-through ✏️","1"
"the art supplies kit is perfect for beginners. my teenager has been drawing every day since we got it, really sparked her creativity 🎨","1"
"noise machine has a brown noise setting thats *chefs kiss* for sleep. also use it for focus during WFH days. @productivitytips wasnt kidding about these","1"
"resistance bands set came with 5 different levels and a carrying pouch. using them for PT exercises and theyre exactly what my physical therapist recommended","1"
"the board game is an absolute hit at game night! easy to learn but surprisingly strategic. our group has played it 8 times already and no ones bored yet 🎲","1"
"baby monitor video quality is crystal clear even in night vision mode. the app alerts work reliably — peace of mind when the little one is napping 👶📹","1"
"took me a while to figure out the setup (instructions could be better honestly) but once i got it working this smart plug is incredibly convenient ⭐","1"
"its not the prettiest design ngl but functionality-wise this portable charger does exactly what it promises. 20000mah and fast charging. substance > style i guess","1"
"the first one arrived damaged (packaging issue maybe?) but amazon replaced it no questions asked and the replacement works flawlessly. great product when intact","1"
"color is slightly different from the photos — more of a navy than black — but i actually like it better tbh so no complaints from me 🤷‍♂️","1"
"wish it came in more sizes but the medium fits me well at 5'9"" 170lbs. material and stitching quality exceeded my expectations for sure","1"
"bit pricier than competitors but after trying cheaper options that broke within weeks… you really do get what you pay for here. worth every penny","1"
"arrived a day late which was annoying but the product itself is excellent. sharp display, responsive touch, good speakers. overall very happy with the purchase","1"
"its not going to replace my Bose headphones obviously but for $40 earbuds these punch WAY above their weight class. mic quality is decent too for calls","1"
"manual is only in chinese which was annoying but i found a youtube tutorial that made assembly straightforward. the desk itself is rock solid and looks great","1"
"slight learning curve with the app but once you figure it out the smart thermostat basically pays for itself in energy savings. already saved $30 this month 💰","1"
"bluetooth keeps disconnecting every 10 minutes like clockwork 😤 tried re-pairing, resetting, updating firmware — nothing works. $50 down the drain","0"
"the charging cable stopped working after 2 weeks. TWO WEEKS. you'd think for $15 it would last longer than a piece of string. waste of money 🗑️","0"
"speaker sounds tinny at anything above 50% volume, serious distortion on bass-heavy tracks. my $10 speaker from 2019 honestly sounds better smh","0"
"laptop stand wobbles like crazy. im scared to put my macbook on it tbh. the hinge mechanism feels cheap and i dont trust it. returning this ASAP","0"
"camera quality is nothing like the product photos suggest lol. everything looks grainy and washed out, even in good lighting. false advertising much?? 📸👎","0"
"wireless mouse has noticeable input lag for gaming. fine for office work i guess but definitely NOT what they marketed it as. @gamingdeals do not recommend","0"
"headphone cushions started peeling after 3 months of normal use. gross flaky black material gets everywhere. cheapest faux leather ive ever seen","0"
"the smart watch face scratched on DAY ONE without me even bumping it on anything. at this price they couldve used actual gorilla glass smh 😒","0"
"external hard drive makes a clicking noise that concerns me. havent lost data yet but im not confident it'll last. already backing up elsewhere just in case","0"
"returned this router immediately — setup was a nightmare, kept dropping 5ghz connection, and the range was half of what they claimed on the box. check out https://routerreviews.fake/worst-routers for the full teardown","0"
"non-stick coating started chipping into food after just 6 uses 🤮 absolutely disgusting and probably not safe. threw it away immediately","0"
"blender leaked from the base on first use. soaked my entire counter with smoothie mix. spent more time cleaning up than actually making the smoothie 😡","0"
"the toaster burns one side and barely toasts the other side no matter what setting i use. how do you mess up a toaster this badly in 2025","0"
"can opener broke trying to open a regular can of beans. THE HANDLE LITERALLY SNAPPED OFF. cheapest metal ive ever seen in a kitchen tool","0"
"ice cream maker instructions say 24 hours to freeze the bowl. fine. did that. bowl STILL wasnt frozen enough. wasted cream, sugar, and 2 hours of my life","0"
"ordered stainless steel measuring cups, received plastic ones painted silver 😂 you cant make this stuff up. the listing photos are completely misleading @amazonsupport","0"
"tupperware lids dont actually fit the containers?? like theyre slightly too big for every single one. how does this pass quality control honestly","0"
"the meat thermometer readings are wildly inconsistent. tested it in boiling water twice and got 208°F and 217°F. thats not even close to accurate enough for cooking","0"
"garlic press is impossible to squeeze without hulk-level grip strength. my wife cant use it at all. defeated the entire purpose of buying it tbh","0"
"electric kettle has a strong plastic smell/taste even after boiling water through it 10+ times as the instructions suggested. not putting that near my mouth 🚫","0"
"curtain rod fell off the wall twice in one week taking chunks of drywall with it. the mounting hardware is absolute garbage. save your walls, skip this 🕳️","0"
"pillow went completely flat after 2 nights. it says memory foam but this is more like memory of foam that used to exist lmao. my neck is killing me","0"
"the fan makes a rattling noise on any speed above low. so basically its a low-speed-only fan which barely moves air. pointless 💨","0"
"wifi smart bulbs require their own app, their own account, AND a separate hub. just let me screw in a lightbulb and connect it to alexa pls 🙄 returning","0"
"paint color looks NOTHING like the swatch. ordered warm gray, received what i can only describe as sad lavender. now i have to repaint an entire room","0"
"vacuum cleaner suction is weak and the dustbin is comically small. emptied it 4 times vacuuming a 2 bedroom apartment. not practical at all","0"
"the doorbell camera has a 5-second delay on motion alerts. by the time i get the notification the delivery person is already back in their van. useless 📦😒","0"
"space heater shut off randomly three times in one evening. no error code, no pattern. i dont feel safe leaving it on anymore which kinda defeats the purpose","0"
"bathroom scale gives different readings every time. stepped on it 3 times in a row: 173, 168, 175. thats not a rounding error thats a random number generator","0"
"clothes steamer takes forever to heat up and then dribbles water all over the fabric leaving water spots. ironing is still faster and better. waste of $40","0"
"sizing is completely off — ordered my usual medium based on the chart and its basically a crop top on me at 5'10"". how is this a medium anywhere 📏","0"
"the zipper broke on the jacket after wearing it 3 times. THREE TIMES. not even rough use, just normal zipping. $70 jacket with a 50 cent zipper apparently","0"
"shoes gave me blisters within the first hour of wearing them. the heel area has a hard seam thats basically a torture device 🩹😩 DO NOT BUY","0"
"fabric started pilling after one wash on gentle cycle. now my $45 sweater looks like it costs $5. followed all care instructions too smh","0"
"color bled in the wash and ruined my other clothes. the red shirt turned 3 white t-shirts pink. washed it alone in cold water as directed 😤 @laundryhelp","0"
"watch band clasp is so flimsy it pops open when i bend my wrist. lost the watch twice already because it fell off without me noticing. dangerous design tbh","0"
"the umbrella inverted in moderate wind. not a storm, not a hurricane, just a regular windy day. lasted 2 weeks before it became a decoration 🌂💀","0"
"hat runs super small. ordered L/XL and it barely fits my apparently average sized head. no returns on hats either so im stuck with a $30 headache","0"
"dress looked amazing in the listing photos but the material is see-through and feels like a plastic bag. what you see on screen vs what arrives is 2 different products","0"
"gym bag zipper gets stuck constantly and the strap padding is non-existent. carrying it loaded with shoes and clothes digs into my shoulder painfully 🎒👎","0"
"toy broke within hours of my kid opening it. the wheels popped off immediately and the plastic feels like it would crack if you looked at it wrong 🧸💔","0"
"coloring book pages are so thin the markers bleed through to the next 3 pages. basically ruined half the book with one coloring session. use PENCILS ONLY apparently","0"
"the puzzle is missing 4 pieces. FOUR. nothing more frustrating than spending 6 hours on a puzzle just to have gaps in the finished product 😑","0"
"dog bed stuffing went lumpy and flat in under a month. my dog now sleeps on the floor next to it. $60 dog bed turned into a $60 floor mat 🐕‍🦺","0"
"resistance bands snapped during a workout and slapped my arm so hard it left a welt. genuinely dangerous. check out r/homegym for safer alternatives","0"
"playing cards are so flimsy and thin you can see the face through the back when theres any light source behind them. completely unusable for game night 🃏","0"
"jump rope handles are uncomfortable and the rope tangles constantly. my 8 year old gave up on it after 10 minutes. back to the old one from dollar store","0"
"baby gate doesnt fit the doorway width listed in the product specs. too narrow by almost 2 inches. measurements on the listing are just wrong. safety product btw!! 🚫👶","0"
"candle smells nothing like vanilla as described. smells like chemical plastic with a hint of maybe vanilla-adjacent fragrance. gave me a headache after 20 min 🕯️🤢","0"
"the cookbook recipes are poorly written with vague measurements like 'some' and 'a bit of.' tried 3 recipes and all came out terrible. not beginner friendly at all","0"
"looks nice and the design is cute i'll give them that but the functionality is terrible. the latch doesnt close properly and it tips over constantly. style over substance 😕","0"
"this probably works fine for light use but i needed it for daily commuting and its already showing wear after 3 weeks. not durable enough for the price they charge","0"
"everyone on tiktok raved about this product but honestly i think they were all sponsored because this is mid at best 🤷‍♀️ @tiktokmademereturnit","0"
"customer service was really nice and responsive when i reported the defect BUT the product still doesnt work and theyve offered no real solution. politeness doesnt fix broken products","0"
"five star reviews on here are suspicious ngl — most posted on the same day with similar wording. product feels cheap and definitely not worth $60. feels like a $15 item max 🚩","0"
"shipping was fast and packaging was great but the item inside is garbage. its like they spent the entire budget on presentation and forgot to make a good product lol 📦✨🗑️","0"
"i really wanted to like this because the concept is great but execution is poor. buttons are unresponsive, app crashes frequently, and battery drains in 4 hours","0"
"compared to the v1 which i loved, this v2 is a huge downgrade. they removed features, made it thinner (less durable), and raised the price $20. make it make sense 😒","0"
"works perfectly fine on day 1. then the issues start around week 2. motor gets louder, performance drops, and by month 2 youre shopping for a replacement. planned obsolescence vibes 🙃","0"
"my friend has the same product and hers works great so maybe i got a bad unit but QC shouldnt be this inconsistent. shouldnt have to play product lottery for $80","0"
